Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Total
2019,1,Ciutat Vella,1,el Raval,Male,35-39,2925
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,35-39,1258
2019,1,Ciutat Vella,3,la Barceloneta,Male,35-39,811
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,35-39,1255
2019,2,Eixample,5,el Fort Pienc,Male,35-39,1416
2019,2,Eixample,6,la Sagrada Família,Male,35-39,2079
2019,2,Eixample,7,la Dreta de l'Eixample,Male,35-39,1691
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,35-39,1743
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,35-39,2377
2019,2,Eixample,10,Sant Antoni,Male,35-39,1729
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,35-39,2095
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,35-39,51
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,35-39,949
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,35-39,436
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,35-39,781
2019,3,Sants-Montjuïc,16,la Bordeta,Male,35-39,735
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,35-39,1012
2019,3,Sants-Montjuïc,18,Sants,Male,35-39,1837
2019,4,Les Corts,19,les Corts,Male,35-39,1603
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,35-39,824
2019,4,Les Corts,21,Pedralbes,Male,35-39,281
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,35-39,129
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,35-39,699
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,35-39,401
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,35-39,660
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,35-39,1351
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,35-39,1020
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,35-39,565
2019,6,Gràcia,29,el Coll,Male,35-39,298
2019,6,Gràcia,30,la Salut,Male,35-39,511
2019,6,Gràcia,31,la Vila de Gràcia,Male,35-39,2359
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,35-39,1456
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,35-39,958
2019,7,Horta-Guinardó,34,Can Baró,Male,35-39,343
2019,7,Horta-Guinardó,35,el Guinardó,Male,35-39,1421
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Male,35-39,288
2019,7,Horta-Guinardó,37,el Carmel,Male,35-39,1227
2019,7,Horta-Guinardó,38,la Teixonera,Male,35-39,455
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,35-39,258
2019,7,Horta-Guinardó,40,Montbau,Male,35-39,161
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Male,35-39,191
2019,7,Horta-Guinardó,42,la Clota,Male,35-39,52
2019,7,Horta-Guinardó,43,Horta,Male,35-39,902
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,35-39,851
2019,8,Nou Barris,45,Porta,Male,35-39,1005
2019,8,Nou Barris,46,el Turó de la Peira,Male,35-39,572
2019,8,Nou Barris,47,Can Peguera,Male,35-39,77
2019,8,Nou Barris,48,la Guineueta,Male,35-39,462
2019,8,Nou Barris,49,Canyelles,Male,35-39,206
2019,8,Nou Barris,50,les Roquetes,Male,35-39,636
2019,8,Nou Barris,51,Verdun,Male,35-39,462
2019,8,Nou Barris,52,la Prosperitat,Male,35-39,942
2019,8,Nou Barris,53,la Trinitat Nova,Male,35-39,271
2019,8,Nou Barris,54,Torre Baró,Male,35-39,104
2019,8,Nou Barris,55,Ciutat Meridiana,Male,35-39,413
2019,8,Nou Barris,56,Vallbona,Male,35-39,58
2019,9,Sant Andreu,57,la Trinitat Vella,Male,35-39,435
2019,9,Sant Andreu,58,Baró de Viver,Male,35-39,99
2019,9,Sant Andreu,59,el Bon Pastor,Male,35-39,463
2019,9,Sant Andreu,60,Sant Andreu,Male,35-39,2087
2019,9,Sant Andreu,61,la Sagrera,Male,35-39,1079
2019,9,Sant Andreu,62,el Congrés i els Indians,Male,35-39,512
2019,9,Sant Andreu,63,Navas,Male,35-39,787
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,35-39,1639
2019,10,Sant Martí,65,el Clot,Male,35-39,1076
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,35-39,747
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,35-39,279
2019,10,Sant Martí,68,el Poblenou,Male,35-39,1450
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,35-39,623
2019,10,Sant Martí,70,el Besòs i el Maresme,Male,35-39,1207
2019,10,Sant Martí,71,Provençals del Poblenou,Male,35-39,878
2019,10,Sant Martí,72,Sant Martí de Provençals,Male,35-39,863
2019,10,Sant Martí,73,la Verneda i la Pau,Male,35-39,986
2019,1,Ciutat Vella,1,el Raval,Male,40-44,2711
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,40-44,1056
2019,1,Ciutat Vella,3,la Barceloneta,Male,40-44,718
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,40-44,1115
2019,2,Eixample,5,el Fort Pienc,Male,40-44,1373
2019,2,Eixample,6,la Sagrada Família,Male,40-44,1950
2019,2,Eixample,7,la Dreta de l'Eixample,Male,40-44,1671
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,40-44,1675
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,40-44,2299
2019,2,Eixample,10,Sant Antoni,Male,40-44,1642
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,40-44,2041
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,40-44,51
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,40-44,1247
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,40-44,380
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,40-44,696
2019,3,Sants-Montjuïc,16,la Bordeta,Male,40-44,786
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,40-44,945
2019,3,Sants-Montjuïc,18,Sants,Male,40-44,1789
2019,4,Les Corts,19,les Corts,Male,40-44,1645
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,40-44,815
2019,4,Les Corts,21,Pedralbes,Male,40-44,407
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,40-44,185
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,40-44,889
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,40-44,507
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,40-44,828
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,40-44,1448
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,40-44,1036
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,40-44,645
2019,6,Gràcia,29,el Coll,Male,40-44,315
2019,6,Gràcia,30,la Salut,Male,40-44,514
2019,6,Gràcia,31,la Vila de Gràcia,Male,40-44,2235
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,40-44,1395
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,40-44,994
2019,7,Horta-Guinardó,34,Can Baró,Male,40-44,385
2019,7,Horta-Guinardó,35,el Guinardó,Male,40-44,1580
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Male,40-44,371
2019,7,Horta-Guinardó,37,el Carmel,Male,40-44,1361
2019,7,Horta-Guinardó,38,la Teixonera,Male,40-44,515
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,40-44,263
2019,7,Horta-Guinardó,40,Montbau,Male,40-44,165
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Male,40-44,213
2019,7,Horta-Guinardó,42,la Clota,Male,40-44,27
2019,7,Horta-Guinardó,43,Horta,Male,40-44,1030
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,40-44,1032
2019,8,Nou Barris,45,Porta,Male,40-44,1144
2019,8,Nou Barris,46,el Turó de la Peira,Male,40-44,542
2019,8,Nou Barris,47,Can Peguera,Male,40-44,81
2019,8,Nou Barris,48,la Guineueta,Male,40-44,559
2019,8,Nou Barris,49,Canyelles,Male,40-44,262
2019,8,Nou Barris,50,les Roquetes,Male,40-44,703
2019,8,Nou Barris,51,Verdun,Male,40-44,487
2019,8,Nou Barris,52,la Prosperitat,Male,40-44,1119
2019,8,Nou Barris,53,la Trinitat Nova,Male,40-44,341
2019,8,Nou Barris,54,Torre Baró,Male,40-44,127
2019,8,Nou Barris,55,Ciutat Meridiana,Male,40-44,489
2019,8,Nou Barris,56,Vallbona,Male,40-44,78
2019,9,Sant Andreu,57,la Trinitat Vella,Male,40-44,545
2019,9,Sant Andreu,58,Baró de Viver,Male,40-44,105
2019,9,Sant Andreu,59,el Bon Pastor,Male,40-44,656
2019,9,Sant Andreu,60,Sant Andreu,Male,40-44,2507
2019,9,Sant Andreu,61,la Sagrera,Male,40-44,1157
2019,9,Sant Andreu,62,el Congrés i els Indians,Male,40-44,625
2019,9,Sant Andreu,63,Navas,Male,40-44,866
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,40-44,1643
2019,10,Sant Martí,65,el Clot,Male,40-44,1120
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,40-44,785
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,40-44,361
2019,10,Sant Martí,68,el Poblenou,Male,40-44,1753
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,40-44,680
2019,10,Sant Martí,70,el Besòs i el Maresme,Male,40-44,1142
2019,10,Sant Martí,71,Provençals del Poblenou,Male,40-44,986
2019,10,Sant Martí,72,Sant Martí de Provençals,Male,40-44,1020
2019,10,Sant Martí,73,la Verneda i la Pau,Male,40-44,1083
2019,1,Ciutat Vella,1,el Raval,Male,45-49,2138
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,45-49,800
2019,1,Ciutat Vella,3,la Barceloneta,Male,45-49,584
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,45-49,913
2019,2,Eixample,5,el Fort Pienc,Male,45-49,1099
2019,2,Eixample,6,la Sagrada Família,Male,45-49,1664
2019,2,Eixample,7,la Dreta de l'Eixample,Male,45-49,1566
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,45-49,1487
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,45-49,1881
2019,2,Eixample,10,Sant Antoni,Male,45-49,1405
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,45-49,1624
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,45-49,45
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,45-49,1272
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,45-49,387
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,45-49,587
2019,3,Sants-Montjuïc,16,la Bordeta,Male,45-49,648
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,45-49,802
2019,3,Sants-Montjuïc,18,Sants,Male,45-49,1457
2019,4,Les Corts,19,les Corts,Male,45-49,1394
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,45-49,765
2019,4,Les Corts,21,Pedralbes,Male,45-49,398
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,45-49,216
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,45-49,919
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,45-49,585
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,45-49,932
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,45-49,1571
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,45-49,965
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,45-49,644
2019,6,Gràcia,29,el Coll,Male,45-49,300
2019,6,Gràcia,30,la Salut,Male,45-49,475
2019,6,Gràcia,31,la Vila de Gràcia,Male,45-49,1765
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,45-49,1139
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,45-49,871
2019,7,Horta-Guinardó,34,Can Baró,Male,45-49,310
2019,7,Horta-Guinardó,35,el Guinardó,Male,45-49,1406
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Male,45-49,367
2019,7,Horta-Guinardó,37,el Carmel,Male,45-49,1265
2019,7,Horta-Guinardó,38,la Teixonera,Male,45-49,503
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,45-49,255
2019,7,Horta-Guinardó,40,Montbau,Male,45-49,193
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Male,45-49,207
2019,7,Horta-Guinardó,42,la Clota,Male,45-49,32
2019,7,Horta-Guinardó,43,Horta,Male,45-49,1002
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,45-49,928
2019,8,Nou Barris,45,Porta,Male,45-49,1085
2019,8,Nou Barris,46,el Turó de la Peira,Male,45-49,589
2019,8,Nou Barris,47,Can Peguera,Male,45-49,83
2019,8,Nou Barris,48,la Guineueta,Male,45-49,598
2019,8,Nou Barris,49,Canyelles,Male,45-49,249
2019,8,Nou Barris,50,les Roquetes,Male,45-49,630
2019,8,Nou Barris,51,Verdun,Male,45-49,466
2019,8,Nou Barris,52,la Prosperitat,Male,45-49,982
2019,8,Nou Barris,53,la Trinitat Nova,Male,45-49,285
2019,8,Nou Barris,54,Torre Baró,Male,45-49,136
2019,8,Nou Barris,55,Ciutat Meridiana,Male,45-49,421
2019,8,Nou Barris,56,Vallbona,Male,45-49,63
2019,9,Sant Andreu,57,la Trinitat Vella,Male,45-49,454
2019,9,Sant Andreu,58,Baró de Viver,Male,45-49,103
2019,9,Sant Andreu,59,el Bon Pastor,Male,45-49,611
2019,9,Sant Andreu,60,Sant Andreu,Male,45-49,2278
2019,9,Sant Andreu,61,la Sagrera,Male,45-49,1005
2019,9,Sant Andreu,62,el Congrés i els Indians,Male,45-49,549
2019,9,Sant Andreu,63,Navas,Male,45-49,781
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,45-49,1377
2019,10,Sant Martí,65,el Clot,Male,45-49,993
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,45-49,511
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,45-49,347
2019,10,Sant Martí,68,el Poblenou,Male,45-49,1629
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,45-49,734
2019,10,Sant Martí,70,el Besòs i el Maresme,Male,45-49,940
2019,10,Sant Martí,71,Provençals del Poblenou,Male,45-49,828
2019,10,Sant Martí,72,Sant Martí de Provençals,Male,45-49,999
2019,10,Sant Martí,73,la Verneda i la Pau,Male,45-49,1028
2019,1,Ciutat Vella,1,el Raval,Male,50-54,1641
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,50-54,710
2019,1,Ciutat Vella,3,la Barceloneta,Male,50-54,479
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,50-54,734
2019,2,Eixample,5,el Fort Pienc,Male,50-54,1033
2019,2,Eixample,6,la Sagrada Família,Male,50-54,1647
2019,2,Eixample,7,la Dreta de l'Eixample,Male,50-54,1432
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,50-54,1295
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,50-54,1698
2019,2,Eixample,10,Sant Antoni,Male,50-54,1292
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,50-54,1389
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,50-54,49
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,50-54,1149
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,50-54,380
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,50-54,485
2019,3,Sants-Montjuïc,16,la Bordeta,Male,50-54,637
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,50-54,773
2019,3,Sants-Montjuïc,18,Sants,Male,50-54,1365
2019,4,Les Corts,19,les Corts,Male,50-54,1415
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,50-54,679
2019,4,Les Corts,21,Pedralbes,Male,50-54,364
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,50-54,215
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,50-54,805
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,50-54,549
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,50-54,765
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,50-54,1691
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,50-54,960
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,50-54,511
2019,6,Gràcia,29,el Coll,Male,50-54,237
2019,6,Gràcia,30,la Salut,Male,50-54,384
2019,6,Gràcia,31,la Vila de Gràcia,Male,50-54,1494
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,50-54,1095
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,50-54,818
2019,7,Horta-Guinardó,34,Can Baró,Male,50-54,334
2019,7,Horta-Guinardó,35,el Guinardó,Male,50-54,1289
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Male,50-54,328
2019,7,Horta-Guinardó,37,el Carmel,Male,50-54,1102
2019,7,Horta-Guinardó,38,la Teixonera,Male,50-54,448
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,50-54,269
2019,7,Horta-Guinardó,40,Montbau,Male,50-54,207
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Male,50-54,188
2019,7,Horta-Guinardó,42,la Clota,Male,50-54,31
2019,7,Horta-Guinardó,43,Horta,Male,50-54,977
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,50-54,874
2019,8,Nou Barris,45,Porta,Male,50-54,885
2019,8,Nou Barris,46,el Turó de la Peira,Male,50-54,572
2019,8,Nou Barris,47,Can Peguera,Male,50-54,88
2019,8,Nou Barris,48,la Guineueta,Male,50-54,532
2019,8,Nou Barris,49,Canyelles,Male,50-54,233
2019,8,Nou Barris,50,les Roquetes,Male,50-54,542
2019,8,Nou Barris,51,Verdun,Male,50-54,452
2019,8,Nou Barris,52,la Prosperitat,Male,50-54,910
2019,8,Nou Barris,53,la Trinitat Nova,Male,50-54,266
2019,8,Nou Barris,54,Torre Baró,Male,50-54,131
2019,8,Nou Barris,55,Ciutat Meridiana,Male,50-54,383
2019,8,Nou Barris,56,Vallbona,Male,50-54,57
2019,9,Sant Andreu,57,la Trinitat Vella,Male,50-54,376
2019,9,Sant Andreu,58,Baró de Viver,Male,50-54,102
2019,9,Sant Andreu,59,el Bon Pastor,Male,50-54,506
2019,9,Sant Andreu,60,Sant Andreu,Male,50-54,1921
2019,9,Sant Andreu,61,la Sagrera,Male,50-54,912
2019,9,Sant Andreu,62,el Congrés i els Indians,Male,50-54,542
2019,9,Sant Andreu,63,Navas,Male,50-54,809
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,50-54,1223
2019,10,Sant Martí,65,el Clot,Male,50-54,943
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,50-54,471
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,50-54,386
2019,10,Sant Martí,68,el Poblenou,Male,50-54,1328
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,50-54,562
2019,10,Sant Martí,70,el Besòs i el Maresme,Male,50-54,832
2019,10,Sant Martí,71,Provençals del Poblenou,Male,50-54,775
2019,10,Sant Martí,72,Sant Martí de Provençals,Male,50-54,960
2019,10,Sant Martí,73,la Verneda i la Pau,Male,50-54,970
2019,1,Ciutat Vella,1,el Raval,Male,55-59,1249
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,55-59,534
2019,1,Ciutat Vella,3,la Barceloneta,Male,55-59,417
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,55-59,584
2019,2,Eixample,5,el Fort Pienc,Male,55-59,916
2019,2,Eixample,6,la Sagrada Família,Male,55-59,1558
2019,2,Eixample,7,la Dreta de l'Eixample,Male,55-59,1264
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,55-59,1231
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,55-59,1650
2019,2,Eixample,10,Sant Antoni,Male,55-59,1121
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,55-59,1114
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,55-59,42
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,55-59,1105
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,55-59,302
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,55-59,436
2019,3,Sants-Montjuïc,16,la Bordeta,Male,55-59,648
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,55-59,735
2019,3,Sants-Montjuïc,18,Sants,Male,55-59,1255
2019,4,Les Corts,19,les Corts,Male,55-59,1265
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,55-59,625
2019,4,Les Corts,21,Pedralbes,Male,55-59,326
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,55-59,160
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,55-59,697
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,55-59,500
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,55-59,767
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,55-59,1488
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,55-59,861
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,55-59,446
2019,6,Gràcia,29,el Coll,Male,55-59,239
2019,6,Gràcia,30,la Salut,Male,55-59,331
2019,6,Gràcia,31,la Vila de Gràcia,Male,55-59,1327
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,55-59,937
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,55-59,786
2019,7,Horta-Guinardó,34,Can Baró,Male,55-59,296
2019,7,Horta-Guinardó,35,el Guinardó,Male,55-59,1101
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Male,55-59,330
2019,7,Horta-Guinardó,37,el Carmel,Male,55-59,944
2019,7,Horta-Guinardó,38,la Teixonera,Male,55-59,352
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,55-59,210
2019,7,Horta-Guinardó,40,Montbau,Male,55-59,182
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Male,55-59,215
2019,7,Horta-Guinardó,42,la Clota,Male,55-59,26
2019,7,Horta-Guinardó,43,Horta,Male,55-59,874
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,55-59,804
2019,8,Nou Barris,45,Porta,Male,55-59,742
2019,8,Nou Barris,46,el Turó de la Peira,Male,55-59,545
2019,8,Nou Barris,47,Can Peguera,Male,55-59,89
2019,8,Nou Barris,48,la Guineueta,Male,55-59,459
2019,8,Nou Barris,49,Canyelles,Male,55-59,193
2019,8,Nou Barris,50,les Roquetes,Male,55-59,431
2019,8,Nou Barris,51,Verdun,Male,55-59,349
2019,8,Nou Barris,52,la Prosperitat,Male,55-59,765
2019,8,Nou Barris,53,la Trinitat Nova,Male,55-59,250
2019,8,Nou Barris,54,Torre Baró,Male,55-59,77
2019,8,Nou Barris,55,Ciutat Meridiana,Male,55-59,265
2019,8,Nou Barris,56,Vallbona,Male,55-59,40
2019,9,Sant Andreu,57,la Trinitat Vella,Male,55-59,307
2019,9,Sant Andreu,58,Baró de Viver,Male,55-59,81
2019,9,Sant Andreu,59,el Bon Pastor,Male,55-59,406
2019,9,Sant Andreu,60,Sant Andreu,Male,55-59,1743
2019,9,Sant Andreu,61,la Sagrera,Male,55-59,821
2019,9,Sant Andreu,62,el Congrés i els Indians,Male,55-59,473
2019,9,Sant Andreu,63,Navas,Male,55-59,699
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,55-59,1110
2019,10,Sant Martí,65,el Clot,Male,55-59,899
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,55-59,426
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,55-59,387
2019,10,Sant Martí,68,el Poblenou,Male,55-59,990
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,55-59,383
2019,10,Sant Martí,70,el Besòs i el Maresme,Male,55-59,810
2019,10,Sant Martí,71,Provençals del Poblenou,Male,55-59,737
2019,10,Sant Martí,72,Sant Martí de Provençals,Male,55-59,840
2019,10,Sant Martí,73,la Verneda i la Pau,Male,55-59,918
2019,1,Ciutat Vella,1,el Raval,Male,60-64,950
2019,1,Ciutat Vella,2,el Barri Gòtic,Male,60-64,414
2019,1,Ciutat Vella,3,la Barceloneta,Male,60-64,336
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,60-64,473
2019,2,Eixample,5,el Fort Pienc,Male,60-64,867
2019,2,Eixample,6,la Sagrada Família,Male,60-64,1418
2019,2,Eixample,7,la Dreta de l'Eixample,Male,60-64,1149
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,60-64,1084
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,60-64,1585
2019,2,Eixample,10,Sant Antoni,Male,60-64,970
2019,3,Sants-Montjuïc,11,el Poble Sec,Male,60-64,967
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,60-64,43
2019,3,Sants-Montjuïc,13,la Marina de Port,Male,60-64,927
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,60-64,262
2019,3,Sants-Montjuïc,15,Hostafrancs,Male,60-64,430
2019,3,Sants-Montjuïc,16,la Bordeta,Male,60-64,596
2019,3,Sants-Montjuïc,17,Sants - Badal,Male,60-64,683
2019,3,Sants-Montjuïc,18,Sants,Male,60-64,1105
2019,4,Les Corts,19,les Corts,Male,60-64,1340
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Male,60-64,680
2019,4,Les Corts,21,Pedralbes,Male,60-64,294
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,60-64,158
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Male,60-64,609
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,60-64,411
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,60-64,666
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,60-64,1155
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,60-64,716
2019,6,Gràcia,28,Vallcarca i els Penitents,Male,60-64,420
2019,6,Gràcia,29,el Coll,Male,60-64,172
2019,6,Gràcia,30,la Salut,Male,60-64,314
2019,6,Gràcia,31,la Vila de Gràcia,Male,60-64,1097
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,60-64,914
2019,7,Horta-Guinardó,33,el Baix Guinardó,Male,60-64,708
2019,7,Horta-Guinardó,34,Can Baró,Male,60-64,252
2019,7,Horta-Guinardó,35,el Guinardó,Male,60-64,946
